"AGE","SEX","TNM_N_cat","TNM_T_cat","rcc_sf_cat","rcc_fng_cat","no_metastasis","metastasis","risk_level"
21,"1","N2","T0","Yes","1",0.7337,0.2663,"LOW"
22,"1","N2","T0","Yes","1",0.7349,0.2651,"LOW"
23,"1","N2","T0","Yes","1",0.7395,0.2605,"LOW"
24,"1","N2","T0","Yes","1",0.7408,0.2592,"LOW"
25,"1","N2","T0","Yes","1",0.7408,0.2592,"LOW"
26,"1","N2","T0","Yes","1",0.7443,0.2557,"LOW"
27,"1","N2","T0","Yes","1",0.7455,0.2545,"LOW"
28,"1","N2","T0","Yes","1",0.7495,0.2505,"LOW"
29,"1","N2","T0","Yes","1",0.755,0.245,"LOW"
30,"1","N2","T0","Yes","1",0.7545,0.2455,"LOW"
31,"1","N2","T0","Yes","1",0.7479,0.2521,"LOW"
32,"1","N2","T0","Yes","1",0.7489,0.2511,"LOW"
33,"1","N2","T0","Yes","1",0.7503,0.2497,"LOW"
34,"1","N2","T0","Yes","1",0.7508,0.2492,"LOW"
35,"1","N2","T0","Yes","1",0.752,0.248,"LOW"
36,"1","N2","T0","Yes","1",0.7677,0.2323,"LOW"
37,"1","N2","T0","Yes","1",0.7715,0.2285,"LOW"
38,"1","N2","T0","Yes","1",0.7586,0.2414,"LOW"
39,"1","N2","T0","Yes","1",0.7653,0.2347,"LOW"
40,"1","N2","T0","Yes","1",0.7656,0.2344,"LOW"
41,"1","N2","T0","Yes","1",0.7688,0.2312,"LOW"
42,"1","N2","T0","Yes","1",0.7634,0.2366,"LOW"
43,"1","N2","T0","Yes","1",0.7534,0.2466,"LOW"
44,"1","N2","T0","Yes","1",0.7564,0.2436,"LOW"
45,"1","N2","T0","Yes","1",0.7506,0.2494,"LOW"
46,"1","N2","T0","Yes","1",0.7569,0.2431,"LOW"
47,"1","N2","T0","Yes","1",0.7494,0.2506,"LOW"
48,"1","N2","T0","Yes","1",0.7426,0.2574,"LOW"
49,"1","N2","T0","Yes","1",0.7521,0.2479,"LOW"
50,"1","N2","T0","Yes","1",0.7453,0.2547,"LOW"
51,"1","N2","T0","Yes","1",0.7506,0.2494,"LOW"
52,"1","N2","T0","Yes","1",0.7371,0.2629,"LOW"
53,"1","N2","T0","Yes","1",0.7236,0.2764,"LOW"
54,"1","N2","T0","Yes","1",0.7137,0.2863,"LOW"
55,"1","N2","T0","Yes","1",0.7069,0.2931,"LOW"
56,"1","N2","T0","Yes","1",0.6976,0.3024,"LOW"
57,"1","N2","T0","Yes","1",0.6851,0.3149,"LOW"
58,"1","N2","T0","Yes","1",0.6811,0.3189,"LOW"
59,"1","N2","T0","Yes","1",0.6781,0.3219,"LOW"
60,"1","N2","T0","Yes","1",0.6754,0.3246,"LOW"
61,"1","N2","T0","Yes","1",0.6944,0.3056,"LOW"
62,"1","N2","T0","Yes","1",0.6704,0.3296,"LOW"
63,"1","N2","T0","Yes","1",0.6557,0.3443,"LOW"
64,"1","N2","T0","Yes","1",0.6418,0.3582,"LOW"
65,"1","N2","T0","Yes","1",0.6244,0.3756,"LOW"
66,"1","N2","T0","Yes","1",0.6061,0.3939,"LOW"
67,"1","N2","T0","Yes","1",0.6106,0.3894,"LOW"
68,"1","N2","T0","Yes","1",0.5977,0.4023,"LOW"
69,"1","N2","T0","Yes","1",0.5934,0.4066,"LOW"
70,"1","N2","T0","Yes","1",0.6136,0.3864,"LOW"
71,"1","N2","T0","Yes","1",0.6312,0.3688,"LOW"
72,"1","N2","T0","Yes","1",0.6434,0.3566,"LOW"
73,"1","N2","T0","Yes","1",0.6475,0.3525,"LOW"
74,"1","N2","T0","Yes","1",0.6636,0.3364,"LOW"
75,"1","N2","T0","Yes","1",0.692,0.308,"LOW"
76,"1","N2","T0","Yes","1",0.7022,0.2978,"LOW"
77,"1","N2","T0","Yes","1",0.7182,0.2818,"LOW"
78,"1","N2","T0","Yes","1",0.7211,0.2789,"LOW"
79,"1","N2","T0","Yes","1",0.7157,0.2843,"LOW"
80,"1","N2","T0","Yes","1",0.7175,0.2825,"LOW"
81,"1","N2","T0","Yes","1",0.7222,0.2778,"LOW"
82,"1","N2","T0","Yes","1",0.7208,0.2792,"LOW"
83,"1","N2","T0","Yes","1",0.7352,0.2648,"LOW"
84,"1","N2","T0","Yes","1",0.7398,0.2602,"LOW"
85,"1","N2","T0","Yes","1",0.7333,0.2667,"LOW"
86,"1","N2","T0","Yes","1",0.7355,0.2645,"LOW"
87,"1","N2","T0","Yes","1",0.7269,0.2731,"LOW"
88,"1","N2","T0","Yes","1",0.7288,0.2712,"LOW"
89,"1","N2","T0","Yes","1",0.7319,0.2681,"LOW"
90,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
91,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
92,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
93,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
94,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
95,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
96,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
97,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
98,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
99,"1","N2","T0","Yes","1",0.7278,0.2722,"LOW"
0,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
1,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
2,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
3,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
4,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
5,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
6,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
7,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
8,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
9,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
10,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
11,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
12,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
13,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
14,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
15,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
16,"2","N2","T0","Yes","1",0.6915,0.3085,"LOW"
17,"2","N2","T0","Yes","1",0.6905,0.3095,"LOW"
18,"2","N2","T0","Yes","1",0.6905,0.3095,"LOW"
19,"2","N2","T0","Yes","1",0.6905,0.3095,"LOW"
20,"2","N2","T0","Yes","1",0.6905,0.3095,"LOW"
21,"2","N2","T0","Yes","1",0.6905,0.3095,"LOW"
22,"2","N2","T0","Yes","1",0.6905,0.3095,"LOW"
23,"2","N2","T0","Yes","1",0.6925,0.3075,"LOW"
24,"2","N2","T0","Yes","1",0.6945,0.3055,"LOW"
25,"2","N2","T0","Yes","1",0.6945,0.3055,"LOW"
26,"2","N2","T0","Yes","1",0.6957,0.3043,"LOW"
27,"2","N2","T0","Yes","1",0.6977,0.3023,"LOW"
28,"2","N2","T0","Yes","1",0.6977,0.3023,"LOW"
29,"2","N2","T0","Yes","1",0.6992,0.3008,"LOW"
30,"2","N2","T0","Yes","1",0.6972,0.3028,"LOW"
31,"2","N2","T0","Yes","1",0.6927,0.3073,"LOW"
32,"2","N2","T0","Yes","1",0.6937,0.3063,"LOW"
33,"2","N2","T0","Yes","1",0.6947,0.3053,"LOW"
34,"2","N2","T0","Yes","1",0.6998,0.3002,"LOW"
35,"2","N2","T0","Yes","1",0.7022,0.2978,"LOW"
36,"2","N2","T0","Yes","1",0.7049,0.2951,"LOW"
37,"2","N2","T0","Yes","1",0.7033,0.2967,"LOW"
38,"2","N2","T0","Yes","1",0.7015,0.2985,"LOW"
39,"2","N2","T0","Yes","1",0.6956,0.3044,"LOW"
40,"2","N2","T0","Yes","1",0.6908,0.3092,"LOW"
41,"2","N2","T0","Yes","1",0.6909,0.3091,"LOW"
42,"2","N2","T0","Yes","1",0.6917,0.3083,"LOW"
43,"2","N2","T0","Yes","1",0.6916,0.3084,"LOW"
44,"2","N2","T0","Yes","1",0.6979,0.3021,"LOW"
45,"2","N2","T0","Yes","1",0.6793,0.3207,"LOW"
46,"2","N2","T0","Yes","1",0.7046,0.2954,"LOW"
47,"2","N2","T0","Yes","1",0.7047,0.2953,"LOW"
48,"2","N2","T0","Yes","1",0.6979,0.3021,"LOW"
49,"2","N2","T0","Yes","1",0.7146,0.2854,"LOW"
50,"2","N2","T0","Yes","1",0.7107,0.2893,"LOW"
51,"2","N2","T0","Yes","1",0.6978,0.3022,"LOW"
52,"2","N2","T0","Yes","1",0.688,0.312,"LOW"
53,"2","N2","T0","Yes","1",0.6833,0.3167,"LOW"
54,"2","N2","T0","Yes","1",0.6836,0.3164,"LOW"
55,"2","N2","T0","Yes","1",0.669,0.331,"LOW"
56,"2","N2","T0","Yes","1",0.6682,0.3318,"LOW"
57,"2","N2","T0","Yes","1",0.6602,0.3398,"LOW"
58,"2","N2","T0","Yes","1",0.6502,0.3498,"LOW"
59,"2","N2","T0","Yes","1",0.6451,0.3549,"LOW"
60,"2","N2","T0","Yes","1",0.6409,0.3591,"LOW"
61,"2","N2","T0","Yes","1",0.6313,0.3687,"LOW"
62,"2","N2","T0","Yes","1",0.6253,0.3747,"LOW"
63,"2","N2","T0","Yes","1",0.6213,0.3787,"LOW"
64,"2","N2","T0","Yes","1",0.6296,0.3704,"LOW"
65,"2","N2","T0","Yes","1",0.6352,0.3648,"LOW"
66,"2","N2","T0","Yes","1",0.635,0.365,"LOW"
67,"2","N2","T0","Yes","1",0.6392,0.3608,"LOW"
68,"2","N2","T0","Yes","1",0.6355,0.3645,"LOW"
69,"2","N2","T0","Yes","1",0.6503,0.3497,"LOW"
70,"2","N2","T0","Yes","1",0.6757,0.3243,"LOW"
71,"2","N2","T0","Yes","1",0.7092,0.2908,"LOW"
72,"2","N2","T0","Yes","1",0.7189,0.2811,"LOW"
73,"2","N2","T0","Yes","1",0.7307,0.2693,"LOW"
74,"2","N2","T0","Yes","1",0.7623,0.2377,"LOW"
75,"2","N2","T0","Yes","1",0.799,0.201,"LOW"
76,"2","N2","T0","Yes","1",0.8086,0.1914,"LOW"
77,"2","N2","T0","Yes","1",0.8131,0.1869,"LOW"
78,"2","N2","T0","Yes","1",0.815,0.185,"LOW"
79,"2","N2","T0","Yes","1",0.8194,0.1806,"LOW"
80,"2","N2","T0","Yes","1",0.8147,0.1853,"LOW"
81,"2","N2","T0","Yes","1",0.8094,0.1906,"LOW"
82,"2","N2","T0","Yes","1",0.8025,0.1975,"LOW"
83,"2","N2","T0","Yes","1",0.8012,0.1988,"LOW"
84,"2","N2","T0","Yes","1",0.8038,0.1962,"LOW"
85,"2","N2","T0","Yes","1",0.7941,0.2059,"LOW"
86,"2","N2","T0","Yes","1",0.8073,0.1927,"LOW"
87,"2","N2","T0","Yes","1",0.7854,0.2146,"LOW"
88,"2","N2","T0","Yes","1",0.794,0.206,"LOW"
89,"2","N2","T0","Yes","1",0.7978,0.2022,"LOW"
90,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
91,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
92,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
93,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
94,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
95,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
96,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
97,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
98,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
99,"2","N2","T0","Yes","1",0.8017,0.1983,"LOW"
0,"1","N3","T0","Yes","1",0.742,0.258,"LOW"
1,"1","N3","T0","Yes","1",0.742,0.258,"LOW"
2,"1","N3","T0","Yes","1",0.7414,0.2586,"LOW"
3,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
4,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
5,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
6,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
7,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
8,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
9,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
10,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
11,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
12,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
13,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
14,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
15,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
16,"1","N3","T0","Yes","1",0.7425,0.2575,"LOW"
17,"1","N3","T0","Yes","1",0.7415,0.2585,"LOW"
18,"1","N3","T0","Yes","1",0.7415,0.2585,"LOW"
19,"1","N3","T0","Yes","1",0.7415,0.2585,"LOW"
20,"1","N3","T0","Yes","1",0.7415,0.2585,"LOW"
21,"1","N3","T0","Yes","1",0.7428,0.2572,"LOW"
22,"1","N3","T0","Yes","1",0.744,0.256,"LOW"
23,"1","N3","T0","Yes","1",0.7486,0.2514,"LOW"
24,"1","N3","T0","Yes","1",0.7499,0.2501,"LOW"
25,"1","N3","T0","Yes","1",0.7499,0.2501,"LOW"
26,"1","N3","T0","Yes","1",0.7534,0.2466,"LOW"
27,"1","N3","T0","Yes","1",0.7547,0.2453,"LOW"
28,"1","N3","T0","Yes","1",0.7587,0.2413,"LOW"
29,"1","N3","T0","Yes","1",0.7662,0.2338,"LOW"
30,"1","N3","T0","Yes","1",0.7656,0.2344,"LOW"
31,"1","N3","T0","Yes","1",0.759,0.241,"LOW"
32,"1","N3","T0","Yes","1",0.76,0.24,"LOW"
33,"1","N3","T0","Yes","1",0.7614,0.2386,"LOW"
34,"1","N3","T0","Yes","1",0.7619,0.2381,"LOW"
35,"1","N3","T0","Yes","1",0.7631,0.2369,"LOW"
36,"1","N3","T0","Yes","1",0.7742,0.2258,"LOW"
37,"1","N3","T0","Yes","1",0.777,0.223,"LOW"
38,"1","N3","T0","Yes","1",0.7681,0.2319,"LOW"
39,"1","N3","T0","Yes","1",0.7747,0.2253,"LOW"
40,"1","N3","T0","Yes","1",0.775,0.225,"LOW"
41,"1","N3","T0","Yes","1",0.7783,0.2217,"LOW"
42,"1","N3","T0","Yes","1",0.7722,0.2278,"LOW"
43,"1","N3","T0","Yes","1",0.7623,0.2377,"LOW"
44,"1","N3","T0","Yes","1",0.7652,0.2348,"LOW"
45,"1","N3","T0","Yes","1",0.7595,0.2405,"LOW"
46,"1","N3","T0","Yes","1",0.7646,0.2354,"LOW"
47,"1","N3","T0","Yes","1",0.7572,0.2428,"LOW"
48,"1","N3","T0","Yes","1",0.7484,0.2516,"LOW"
49,"1","N3","T0","Yes","1",0.7579,0.2421,"LOW"
50,"1","N3","T0","Yes","1",0.7493,0.2507,"LOW"
51,"1","N3","T0","Yes","1",0.7546,0.2454,"LOW"
52,"1","N3","T0","Yes","1",0.741,0.259,"LOW"
53,"1","N3","T0","Yes","1",0.7306,0.2694,"LOW"
54,"1","N3","T0","Yes","1",0.7207,0.2793,"LOW"
55,"1","N3","T0","Yes","1",0.7139,0.2861,"LOW"
56,"1","N3","T0","Yes","1",0.7045,0.2955,"LOW"
57,"1","N3","T0","Yes","1",0.6921,0.3079,"LOW"
58,"1","N3","T0","Yes","1",0.6881,0.3119,"LOW"
59,"1","N3","T0","Yes","1",0.6851,0.3149,"LOW"
60,"1","N3","T0","Yes","1",0.6824,0.3176,"LOW"
61,"1","N3","T0","Yes","1",0.7007,0.2993,"LOW"
62,"1","N3","T0","Yes","1",0.6767,0.3233,"LOW"
63,"1","N3","T0","Yes","1",0.662,0.338,"LOW"
64,"1","N3","T0","Yes","1",0.6495,0.3505,"LOW"
65,"1","N3","T0","Yes","1",0.6321,0.3679,"LOW"
66,"1","N3","T0","Yes","1",0.614,0.386,"LOW"
67,"1","N3","T0","Yes","1",0.6185,0.3815,"LOW"
68,"1","N3","T0","Yes","1",0.6043,0.3957,"LOW"
69,"1","N3","T0","Yes","1",0.5995,0.4005,"LOW"
70,"1","N3","T0","Yes","1",0.6197,0.3803,"LOW"
71,"1","N3","T0","Yes","1",0.6389,0.3611,"LOW"
72,"1","N3","T0","Yes","1",0.6519,0.3481,"LOW"
73,"1","N3","T0","Yes","1",0.656,0.344,"LOW"
74,"1","N3","T0","Yes","1",0.6722,0.3278,"LOW"
75,"1","N3","T0","Yes","1",0.7005,0.2995,"LOW"
76,"1","N3","T0","Yes","1",0.7101,0.2899,"LOW"
77,"1","N3","T0","Yes","1",0.7246,0.2754,"LOW"
78,"1","N3","T0","Yes","1",0.7283,0.2717,"LOW"
79,"1","N3","T0","Yes","1",0.7231,0.2769,"LOW"
80,"1","N3","T0","Yes","1",0.725,0.275,"LOW"
81,"1","N3","T0","Yes","1",0.7296,0.2704,"LOW"
82,"1","N3","T0","Yes","1",0.7259,0.2741,"LOW"
83,"1","N3","T0","Yes","1",0.7403,0.2597,"LOW"
84,"1","N3","T0","Yes","1",0.7449,0.2551,"LOW"
85,"1","N3","T0","Yes","1",0.7404,0.2596,"LOW"
86,"1","N3","T0","Yes","1",0.7426,0.2574,"LOW"
87,"1","N3","T0","Yes","1",0.733,0.267,"LOW"
88,"1","N3","T0","Yes","1",0.735,0.265,"LOW"
89,"1","N3","T0","Yes","1",0.7381,0.2619,"LOW"
90,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
91,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
92,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
93,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
94,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
95,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
96,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
97,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
98,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
99,"1","N3","T0","Yes","1",0.7339,0.2661,"LOW"
0,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
1,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
2,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
3,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
4,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
5,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
6,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
7,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
8,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
9,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
10,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
11,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
12,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
13,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
14,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
15,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
16,"2","N3","T0","Yes","1",0.702,0.298,"LOW"
17,"2","N3","T0","Yes","1",0.701,0.299,"LOW"
18,"2","N3","T0","Yes","1",0.701,0.299,"LOW"
19,"2","N3","T0","Yes","1",0.701,0.299,"LOW"
20,"2","N3","T0","Yes","1",0.701,0.299,"LOW"
21,"2","N3","T0","Yes","1",0.701,0.299,"LOW"
22,"2","N3","T0","Yes","1",0.701,0.299,"LOW"
23,"2","N3","T0","Yes","1",0.703,0.297,"LOW"
24,"2","N3","T0","Yes","1",0.705,0.295,"LOW"
25,"2","N3","T0","Yes","1",0.705,0.295,"LOW"
26,"2","N3","T0","Yes","1",0.7062,0.2938,"LOW"
27,"2","N3","T0","Yes","1",0.7082,0.2918,"LOW"
28,"2","N3","T0","Yes","1",0.7082,0.2918,"LOW"
29,"2","N3","T0","Yes","1",0.7117,0.2883,"LOW"
30,"2","N3","T0","Yes","1",0.7097,0.2903,"LOW"
31,"2","N3","T0","Yes","1",0.7052,0.2948,"LOW"
32,"2","N3","T0","Yes","1",0.7062,0.2938,"LOW"
33,"2","N3","T0","Yes","1",0.7071,0.2929,"LOW"
34,"2","N3","T0","Yes","1",0.7123,0.2877,"LOW"
35,"2","N3","T0","Yes","1",0.7147,0.2853,"LOW"
36,"2","N3","T0","Yes","1",0.7148,0.2852,"LOW"
37,"2","N3","T0","Yes","1",0.7121,0.2879,"LOW"
38,"2","N3","T0","Yes","1",0.7103,0.2897,"LOW"
39,"2","N3","T0","Yes","1",0.7046,0.2954,"LOW"
40,"2","N3","T0","Yes","1",0.6998,0.3002,"LOW"
41,"2","N3","T0","Yes","1",0.6999,0.3001,"LOW"
42,"2","N3","T0","Yes","1",0.7006,0.2994,"LOW"
43,"2","N3","T0","Yes","1",0.7006,0.2994,"LOW"
44,"2","N3","T0","Yes","1",0.7069,0.2931,"LOW"
45,"2","N3","T0","Yes","1",0.6883,0.3117,"LOW"
46,"2","N3","T0","Yes","1",0.7129,0.2871,"LOW"
47,"2","N3","T0","Yes","1",0.713,0.287,"LOW"
48,"2","N3","T0","Yes","1",0.7042,0.2958,"LOW"
49,"2","N3","T0","Yes","1",0.7209,0.2791,"LOW"
50,"2","N3","T0","Yes","1",0.717,0.283,"LOW"
51,"2","N3","T0","Yes","1",0.7041,0.2959,"LOW"
52,"2","N3","T0","Yes","1",0.694,0.306,"LOW"
53,"2","N3","T0","Yes","1",0.691,0.309,"LOW"
54,"2","N3","T0","Yes","1",0.6926,0.3074,"LOW"
55,"2","N3","T0","Yes","1",0.6769,0.3231,"LOW"
56,"2","N3","T0","Yes","1",0.6772,0.3228,"LOW"
57,"2","N3","T0","Yes","1",0.6685,0.3315,"LOW"
58,"2","N3","T0","Yes","1",0.6585,0.3415,"LOW"
59,"2","N3","T0","Yes","1",0.6535,0.3465,"LOW"
60,"2","N3","T0","Yes","1",0.6481,0.3519,"LOW"
61,"2","N3","T0","Yes","1",0.6385,0.3615,"LOW"
62,"2","N3","T0","Yes","1",0.6325,0.3675,"LOW"
63,"2","N3","T0","Yes","1",0.6285,0.3715,"LOW"
64,"2","N3","T0","Yes","1",0.6374,0.3626,"LOW"
65,"2","N3","T0","Yes","1",0.643,0.357,"LOW"
66,"2","N3","T0","Yes","1",0.6434,0.3566,"LOW"
67,"2","N3","T0","Yes","1",0.6469,0.3531,"LOW"
68,"2","N3","T0","Yes","1",0.6419,0.3581,"LOW"
69,"2","N3","T0","Yes","1",0.6567,0.3433,"LOW"
70,"2","N3","T0","Yes","1",0.6821,0.3179,"LOW"
71,"2","N3","T0","Yes","1",0.716,0.284,"LOW"
72,"2","N3","T0","Yes","1",0.7282,0.2718,"LOW"
73,"2","N3","T0","Yes","1",0.7387,0.2613,"LOW"
74,"2","N3","T0","Yes","1",0.7703,0.2297,"LOW"
75,"2","N3","T0","Yes","1",0.807,0.193,"LOW"
76,"2","N3","T0","Yes","1",0.818,0.182,"LOW"
77,"2","N3","T0","Yes","1",0.8224,0.1776,"LOW"
78,"2","N3","T0","Yes","1",0.8244,0.1756,"LOW"
79,"2","N3","T0","Yes","1",0.8267,0.1733,"LOW"
80,"2","N3","T0","Yes","1",0.8221,0.1779,"LOW"
81,"2","N3","T0","Yes","1",0.8168,0.1832,"LOW"
82,"2","N3","T0","Yes","1",0.8119,0.1881,"LOW"
83,"2","N3","T0","Yes","1",0.8086,0.1914,"LOW"
84,"2","N3","T0","Yes","1",0.8116,0.1884,"LOW"
85,"2","N3","T0","Yes","1",0.8026,0.1974,"LOW"
86,"2","N3","T0","Yes","1",0.8158,0.1842,"LOW"
87,"2","N3","T0","Yes","1",0.7939,0.2061,"LOW"
88,"2","N3","T0","Yes","1",0.8025,0.1975,"LOW"
89,"2","N3","T0","Yes","1",0.8063,0.1937,"LOW"
90,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
91,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
92,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
93,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
94,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
95,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
96,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
97,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
98,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
99,"2","N3","T0","Yes","1",0.8082,0.1918,"LOW"
0,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
1,"1","Other/Unknown","T0","Yes","1",0.6922,0.3078,"LOW"
2,"1","Other/Unknown","T0","Yes","1",0.6885,0.3115,"LOW"
3,"1","Other/Unknown","T0","Yes","1",0.6932,0.3068,"LOW"
4,"1","Other/Unknown","T0","Yes","1",0.6921,0.3079,"LOW"
5,"1","Other/Unknown","T0","Yes","1",0.6921,0.3079,"LOW"
6,"1","Other/Unknown","T0","Yes","1",0.6921,0.3079,"LOW"
7,"1","Other/Unknown","T0","Yes","1",0.6921,0.3079,"LOW"
8,"1","Other/Unknown","T0","Yes","1",0.6921,0.3079,"LOW"
9,"1","Other/Unknown","T0","Yes","1",0.6921,0.3079,"LOW"
10,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
11,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
12,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
13,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
14,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
15,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
16,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
17,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
18,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
19,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
20,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
21,"1","Other/Unknown","T0","Yes","1",0.6924,0.3076,"LOW"
22,"1","Other/Unknown","T0","Yes","1",0.6966,0.3034,"LOW"
23,"1","Other/Unknown","T0","Yes","1",0.6966,0.3034,"LOW"
24,"1","Other/Unknown","T0","Yes","1",0.6966,0.3034,"LOW"
25,"1","Other/Unknown","T0","Yes","1",0.6986,0.3014,"LOW"
26,"1","Other/Unknown","T0","Yes","1",0.7002,0.2998,"LOW"
27,"1","Other/Unknown","T0","Yes","1",0.7002,0.2998,"LOW"
28,"1","Other/Unknown","T0","Yes","1",0.7022,0.2978,"LOW"
29,"1","Other/Unknown","T0","Yes","1",0.7015,0.2985,"LOW"
30,"1","Other/Unknown","T0","Yes","1",0.7015,0.2985,"LOW"
31,"1","Other/Unknown","T0","Yes","1",0.6995,0.3005,"LOW"
32,"1","Other/Unknown","T0","Yes","1",0.6985,0.3015,"LOW"
33,"1","Other/Unknown","T0","Yes","1",0.6985,0.3015,"LOW"
34,"1","Other/Unknown","T0","Yes","1",0.6998,0.3002,"LOW"
35,"1","Other/Unknown","T0","Yes","1",0.6958,0.3042,"LOW"
36,"1","Other/Unknown","T0","Yes","1",0.6918,0.3082,"LOW"
37,"1","Other/Unknown","T0","Yes","1",0.6911,0.3089,"LOW"
38,"1","Other/Unknown","T0","Yes","1",0.6868,0.3132,"LOW"
39,"1","Other/Unknown","T0","Yes","1",0.6881,0.3119,"LOW"
