"AGE","SEX","TNM_N_cat","TNM_T_cat","liver_afp_cat","liver_fs_cat","no_metastasis","metastasis","risk_level"
12,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.968,0.032,"LOW"
13,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9677,0.0323,"LOW"
14,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9675,0.0325,"LOW"
15,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9665,0.0335,"LOW"
16,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9648,0.0352,"LOW"
17,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9654,0.0346,"LOW"
18,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9653,0.0347,"LOW"
19,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9649,0.0351,"LOW"
20,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9649,0.0351,"LOW"
21,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9648,0.0352,"LOW"
22,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9649,0.0351,"LOW"
23,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9664,0.0336,"LOW"
24,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9659,0.0341,"LOW"
25,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9656,0.0344,"LOW"
26,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9646,0.0354,"LOW"
27,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9643,0.0357,"LOW"
28,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9642,0.0358,"LOW"
29,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9637,0.0363,"LOW"
30,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9637,0.0363,"LOW"
31,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9635,0.0365,"LOW"
32,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9632,0.0368,"LOW"
33,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9626,0.0374,"LOW"
34,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9604,0.0396,"LOW"
35,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.96,0.04,"LOW"
36,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9602,0.0398,"LOW"
37,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9601,0.0399,"LOW"
38,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.956,0.044,"LOW"
39,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9576,0.0424,"LOW"
40,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9635,0.0365,"LOW"
41,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9644,0.0356,"LOW"
42,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.966,0.034,"LOW"
43,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9675,0.0325,"LOW"
44,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9666,0.0334,"LOW"
45,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9667,0.0333,"LOW"
46,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9667,0.0333,"LOW"
47,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9646,0.0354,"LOW"
48,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9614,0.0386,"LOW"
49,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9637,0.0363,"LOW"
50,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9625,0.0375,"LOW"
51,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9612,0.0388,"LOW"
52,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9575,0.0425,"LOW"
53,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9551,0.0449,"LOW"
54,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
55,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9398,0.0602,"LOW"
56,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.912,0.088,"LOW"
57,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9381,0.0619,"LOW"
58,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9498,0.0502,"LOW"
59,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.955,0.045,"LOW"
60,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.958,0.042,"LOW"
61,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9621,0.0379,"LOW"
62,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9637,0.0363,"LOW"
63,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9651,0.0349,"LOW"
64,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9681,0.0319,"LOW"
65,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9688,0.0312,"LOW"
66,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9698,0.0302,"LOW"
67,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9703,0.0297,"LOW"
68,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9713,0.0287,"LOW"
69,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9722,0.0278,"LOW"
70,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9711,0.0289,"LOW"
71,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9716,0.0284,"LOW"
72,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9732,0.0268,"LOW"
73,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9744,0.0256,"LOW"
74,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9753,0.0247,"LOW"
75,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9761,0.0239,"LOW"
76,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9765,0.0235,"LOW"
77,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9725,0.0275,"LOW"
78,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9768,0.0232,"LOW"
79,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9757,0.0243,"LOW"
80,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9709,0.0291,"LOW"
81,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9609,0.0391,"LOW"
82,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9628,0.0372,"LOW"
83,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9736,0.0264,"LOW"
84,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9771,0.0229,"LOW"
85,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9772,0.0228,"LOW"
86,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9769,0.0231,"LOW"
87,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9776,0.0224,"LOW"
88,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9759,0.0241,"LOW"
89,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.978,0.022,"LOW"
90,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
91,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
92,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
93,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
94,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
95,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
96,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
97,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
98,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
99,"1","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9789,0.0211,"LOW"
0,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9444,0.0556,"LOW"
1,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9443,0.0557,"LOW"
2,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9443,0.0557,"LOW"
3,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9443,0.0557,"LOW"
4,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9443,0.0557,"LOW"
5,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9443,0.0557,"LOW"
6,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9443,0.0557,"LOW"
7,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9443,0.0557,"LOW"
8,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9442,0.0558,"LOW"
9,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9437,0.0563,"LOW"
10,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9437,0.0563,"LOW"
11,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9437,0.0563,"LOW"
12,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9437,0.0563,"LOW"
13,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9436,0.0564,"LOW"
14,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9416,0.0584,"LOW"
15,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9395,0.0605,"LOW"
16,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9415,0.0585,"LOW"
17,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9415,0.0585,"LOW"
18,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9419,0.0581,"LOW"
19,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9411,0.0589,"LOW"
20,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.942,0.058,"LOW"
21,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9401,0.0599,"LOW"
22,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9375,0.0625,"LOW"
23,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9394,0.0606,"LOW"
24,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9389,0.0611,"LOW"
25,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9383,0.0617,"LOW"
26,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9374,0.0626,"LOW"
27,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9389,0.0611,"LOW"
28,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9416,0.0584,"LOW"
29,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9406,0.0594,"LOW"
30,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9405,0.0595,"LOW"
31,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9403,0.0597,"LOW"
32,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9396,0.0604,"LOW"
33,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9399,0.0601,"LOW"
34,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9407,0.0593,"LOW"
35,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9416,0.0584,"LOW"
36,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9422,0.0578,"LOW"
37,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.942,0.058,"LOW"
38,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9395,0.0605,"LOW"
39,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.939,0.061,"LOW"
40,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9423,0.0577,"LOW"
41,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9416,0.0584,"LOW"
42,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9404,0.0596,"LOW"
43,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9376,0.0624,"LOW"
44,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9366,0.0634,"LOW"
45,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9344,0.0656,"LOW"
46,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9309,0.0691,"LOW"
47,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9251,0.0749,"LOW"
48,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9194,0.0806,"LOW"
49,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9136,0.0864,"LOW"
50,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9109,0.0891,"LOW"
51,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9074,0.0926,"LOW"
52,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9013,0.0987,"LOW"
53,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.8951,0.1049,"LOW"
54,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.8752,0.1248,"LOW"
55,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.848,0.152,"LOW"
56,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.8636,0.1364,"LOW"
57,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.8883,0.1117,"LOW"
58,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9117,0.0883,"LOW"
59,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9152,0.0848,"LOW"
60,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9226,0.0774,"LOW"
61,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.917,0.083,"LOW"
62,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9039,0.0961,"LOW"
63,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9226,0.0774,"LOW"
64,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9325,0.0675,"LOW"
65,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9333,0.0667,"LOW"
66,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9343,0.0657,"LOW"
67,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.935,0.065,"LOW"
68,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9368,0.0632,"LOW"
69,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9389,0.0611,"LOW"
70,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9404,0.0596,"LOW"
71,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9409,0.0591,"LOW"
72,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.941,0.059,"LOW"
73,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9367,0.0633,"LOW"
74,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9364,0.0636,"LOW"
75,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9381,0.0619,"LOW"
76,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9354,0.0646,"LOW"
77,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.925,0.075,"LOW"
78,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.919,0.081,"LOW"
79,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9108,0.0892,"LOW"
80,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.885,0.115,"LOW"
81,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.8471,0.1529,"LOW"
82,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.8901,0.1099,"LOW"
83,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9194,0.0806,"LOW"
84,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9269,0.0731,"LOW"
85,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9347,0.0653,"LOW"
86,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9354,0.0646,"LOW"
87,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9384,0.0616,"LOW"
88,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.939,0.061,"LOW"
89,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9493,0.0507,"LOW"
90,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
91,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
92,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
93,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
94,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
95,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
96,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
97,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
98,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
99,"2","N0","T2","Other/Unknown","Fibrosis score 0-4",0.9507,0.0493,"LOW"
0,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
1,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
2,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
3,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
4,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
5,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
6,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
7,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
8,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
9,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
10,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
11,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
12,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
13,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
14,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
15,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
16,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8485,0.1515,"LOW"
17,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8485,0.1515,"LOW"
18,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
19,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8465,0.1535,"LOW"
20,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8457,0.1543,"LOW"
21,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8455,0.1545,"LOW"
22,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8449,0.1551,"LOW"
23,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8369,0.1631,"LOW"
24,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8381,0.1619,"LOW"
25,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8399,0.1601,"LOW"
26,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8434,0.1566,"LOW"
27,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8454,0.1546,"LOW"
28,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8508,0.1492,"LOW"
29,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8568,0.1432,"LOW"
30,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8563,0.1437,"LOW"
31,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8549,0.1451,"LOW"
32,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8536,0.1464,"LOW"
33,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8517,0.1483,"LOW"
34,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8457,0.1543,"LOW"
35,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8467,0.1533,"LOW"
36,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8448,0.1552,"LOW"
37,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8433,0.1567,"LOW"
38,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8413,0.1587,"LOW"
39,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8404,0.1596,"LOW"
40,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8395,0.1605,"LOW"
41,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8373,0.1627,"LOW"
42,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8334,0.1666,"LOW"
43,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8385,0.1615,"LOW"
44,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8429,0.1571,"LOW"
45,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8436,0.1564,"LOW"
46,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8389,0.1611,"LOW"
47,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8342,0.1658,"LOW"
48,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8242,0.1758,"LOW"
49,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8325,0.1675,"LOW"
50,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8262,0.1738,"LOW"
51,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8161,0.1839,"LOW"
52,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8053,0.1947,"LOW"
53,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8058,0.1942,"LOW"
54,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7913,0.2087,"LOW"
55,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8058,0.1942,"LOW"
56,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8203,0.1797,"LOW"
57,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8227,0.1773,"LOW"
58,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8265,0.1735,"LOW"
59,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8358,0.1642,"LOW"
60,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8837,0.1163,"LOW"
61,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8863,0.1137,"LOW"
62,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8877,0.1123,"LOW"
63,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8515,0.1485,"LOW"
64,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8247,0.1753,"LOW"
65,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8205,0.1795,"LOW"
66,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.812,0.188,"LOW"
67,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7949,0.2051,"LOW"
68,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.792,0.208,"LOW"
69,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7763,0.2237,"LOW"
70,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7773,0.2227,"LOW"
71,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7875,0.2125,"LOW"
72,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7847,0.2153,"LOW"
73,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7836,0.2164,"LOW"
74,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7651,0.2349,"LOW"
75,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7733,0.2267,"LOW"
76,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7949,0.2051,"LOW"
77,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8289,0.1711,"LOW"
78,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8398,0.1602,"LOW"
79,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.842,0.158,"LOW"
80,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8414,0.1586,"LOW"
81,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8399,0.1601,"LOW"
82,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8368,0.1632,"LOW"
83,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8338,0.1662,"LOW"
84,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8204,0.1796,"LOW"
85,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.8222,0.1778,"LOW"
86,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7957,0.2043,"LOW"
87,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7815,0.2185,"LOW"
88,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7575,0.2425,"LOW"
89,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7331,0.2669,"LOW"
90,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
91,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
92,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
93,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
94,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
95,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
96,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
97,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
98,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
99,"1","N1","T2","Other/Unknown","Fibrosis score 0-4",0.7311,0.2689,"LOW"
0,"2","N1","T2","Other/Unknown","Fibrosis score 0-4",0.6367,0.3633,"LOW"
1,"2","N1","T2","Other/Unknown","Fibrosis score 0-4",0.6367,0.3633,"LOW"
2,"2","N1","T2","Other/Unknown","Fibrosis score 0-4",0.6367,0.3633,"LOW"
3,"2","N1","T2","Other/Unknown","Fibrosis score 0-4",0.6367,0.3633,"LOW"
4,"2","N1","T2","Other/Unknown","Fibrosis score 0-4",0.6367,0.3633,"LOW"
5,"2","N1","T2","Other/Unknown","Fibrosis score 0-4",0.6367,0.3633,"LOW"
6,"2","N1","T2","Other/Unknown","Fibrosis score 0-4",0.6367,0.3633,"LOW"
7,"2","N1","T2","Other/Unknown","Fibrosis score 0-4",0.6367,0.3633,"LOW"
8,"2","N1","T2","Other/Unknown","Fibrosis score 0-4",0.6367,0.3633,"LOW"
