"AGE","SEX","TNM_N_cat","TNM_T_cat","retroper_sg_cat","no_metastasis","metastasis","risk_level"
91,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
92,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
93,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
94,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
95,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
96,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
97,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
98,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
99,"2","Other/Unknown","T4","2",0.8911,0.1089,"LOW"
0,"1","N0","T0","3",0.8482,0.1518,"LOW"
1,"1","N0","T0","3",0.8472,0.1528,"LOW"
2,"1","N0","T0","3",0.8407,0.1593,"LOW"
3,"1","N0","T0","3",0.8262,0.1738,"LOW"
4,"1","N0","T0","3",0.8324,0.1676,"LOW"
5,"1","N0","T0","3",0.8444,0.1556,"LOW"
6,"1","N0","T0","3",0.8508,0.1492,"LOW"
7,"1","N0","T0","3",0.8529,0.1471,"LOW"
8,"1","N0","T0","3",0.851,0.149,"LOW"
9,"1","N0","T0","3",0.8535,0.1465,"LOW"
10,"1","N0","T0","3",0.864,0.136,"LOW"
11,"1","N0","T0","3",0.8662,0.1338,"LOW"
12,"1","N0","T0","3",0.8705,0.1295,"LOW"
13,"1","N0","T0","3",0.874,0.126,"LOW"
14,"1","N0","T0","3",0.8759,0.1241,"LOW"
15,"1","N0","T0","3",0.8773,0.1227,"LOW"
16,"1","N0","T0","3",0.8785,0.1215,"LOW"
17,"1","N0","T0","3",0.883,0.117,"LOW"
18,"1","N0","T0","3",0.8849,0.1151,"LOW"
19,"1","N0","T0","3",0.8873,0.1127,"LOW"
20,"1","N0","T0","3",0.8861,0.1139,"LOW"
21,"1","N0","T0","3",0.8864,0.1136,"LOW"
22,"1","N0","T0","3",0.8876,0.1124,"LOW"
23,"1","N0","T0","3",0.8886,0.1114,"LOW"
24,"1","N0","T0","3",0.8915,0.1085,"LOW"
25,"1","N0","T0","3",0.8927,0.1073,"LOW"
26,"1","N0","T0","3",0.8933,0.1067,"LOW"
27,"1","N0","T0","3",0.8932,0.1068,"LOW"
28,"1","N0","T0","3",0.8926,0.1074,"LOW"
29,"1","N0","T0","3",0.8931,0.1069,"LOW"
30,"1","N0","T0","3",0.8936,0.1064,"LOW"
31,"1","N0","T0","3",0.8927,0.1073,"LOW"
32,"1","N0","T0","3",0.8919,0.1081,"LOW"
33,"1","N0","T0","3",0.8912,0.1088,"LOW"
34,"1","N0","T0","3",0.8931,0.1069,"LOW"
35,"1","N0","T0","3",0.8963,0.1037,"LOW"
36,"1","N0","T0","3",0.8968,0.1032,"LOW"
37,"1","N0","T0","3",0.8972,0.1028,"LOW"
38,"1","N0","T0","3",0.9024,0.0976,"LOW"
39,"1","N0","T0","3",0.9042,0.0958,"LOW"
40,"1","N0","T0","3",0.9056,0.0944,"LOW"
41,"1","N0","T0","3",0.9071,0.0929,"LOW"
42,"1","N0","T0","3",0.9072,0.0928,"LOW"
43,"1","N0","T0","3",0.9083,0.0917,"LOW"
44,"1","N0","T0","3",0.9087,0.0913,"LOW"
45,"1","N0","T0","3",0.9089,0.0911,"LOW"
46,"1","N0","T0","3",0.9102,0.0898,"LOW"
47,"1","N0","T0","3",0.911,0.089,"LOW"
48,"1","N0","T0","3",0.9107,0.0893,"LOW"
49,"1","N0","T0","3",0.909,0.091,"LOW"
50,"1","N0","T0","3",0.9091,0.0909,"LOW"
51,"1","N0","T0","3",0.91,0.09,"LOW"
52,"1","N0","T0","3",0.91,0.09,"LOW"
53,"1","N0","T0","3",0.9102,0.0898,"LOW"
54,"1","N0","T0","3",0.9101,0.0899,"LOW"
55,"1","N0","T0","3",0.9105,0.0895,"LOW"
56,"1","N0","T0","3",0.9107,0.0893,"LOW"
57,"1","N0","T0","3",0.911,0.089,"LOW"
58,"1","N0","T0","3",0.9133,0.0867,"LOW"
59,"1","N0","T0","3",0.9133,0.0867,"LOW"
60,"1","N0","T0","3",0.9135,0.0865,"LOW"
61,"1","N0","T0","3",0.9137,0.0863,"LOW"
62,"1","N0","T0","3",0.9142,0.0858,"LOW"
63,"1","N0","T0","3",0.9134,0.0866,"LOW"
64,"1","N0","T0","3",0.9146,0.0854,"LOW"
65,"1","N0","T0","3",0.9144,0.0856,"LOW"
66,"1","N0","T0","3",0.9146,0.0854,"LOW"
67,"1","N0","T0","3",0.9148,0.0852,"LOW"
68,"1","N0","T0","3",0.9148,0.0852,"LOW"
69,"1","N0","T0","3",0.9149,0.0851,"LOW"
70,"1","N0","T0","3",0.9151,0.0849,"LOW"
71,"1","N0","T0","3",0.9146,0.0854,"LOW"
72,"1","N0","T0","3",0.9143,0.0857,"LOW"
73,"1","N0","T0","3",0.9139,0.0861,"LOW"
74,"1","N0","T0","3",0.9139,0.0861,"LOW"
75,"1","N0","T0","3",0.914,0.086,"LOW"
76,"1","N0","T0","3",0.914,0.086,"LOW"
77,"1","N0","T0","3",0.914,0.086,"LOW"
78,"1","N0","T0","3",0.9138,0.0862,"LOW"
79,"1","N0","T0","3",0.9135,0.0865,"LOW"
80,"1","N0","T0","3",0.9132,0.0868,"LOW"
81,"1","N0","T0","3",0.9136,0.0864,"LOW"
82,"1","N0","T0","3",0.9146,0.0854,"LOW"
83,"1","N0","T0","3",0.9152,0.0848,"LOW"
84,"1","N0","T0","3",0.9155,0.0845,"LOW"
85,"1","N0","T0","3",0.9153,0.0847,"LOW"
86,"1","N0","T0","3",0.9129,0.0871,"LOW"
87,"1","N0","T0","3",0.9144,0.0856,"LOW"
88,"1","N0","T0","3",0.9145,0.0855,"LOW"
89,"1","N0","T0","3",0.9159,0.0841,"LOW"
90,"1","N0","T0","3",0.9164,0.0836,"LOW"
91,"1","N0","T0","3",0.9164,0.0836,"LOW"
92,"1","N0","T0","3",0.9164,0.0836,"LOW"
93,"1","N0","T0","3",0.9164,0.0836,"LOW"
94,"1","N0","T0","3",0.9164,0.0836,"LOW"
95,"1","N0","T0","3",0.9164,0.0836,"LOW"
96,"1","N0","T0","3",0.9164,0.0836,"LOW"
97,"1","N0","T0","3",0.9164,0.0836,"LOW"
98,"1","N0","T0","3",0.9164,0.0836,"LOW"
99,"1","N0","T0","3",0.9164,0.0836,"LOW"
0,"2","N0","T0","3",0.8586,0.1414,"LOW"
1,"2","N0","T0","3",0.8563,0.1437,"LOW"
2,"2","N0","T0","3",0.8506,0.1494,"LOW"
3,"2","N0","T0","3",0.8381,0.1619,"LOW"
4,"2","N0","T0","3",0.8458,0.1542,"LOW"
5,"2","N0","T0","3",0.8486,0.1514,"LOW"
6,"2","N0","T0","3",0.8505,0.1495,"LOW"
7,"2","N0","T0","3",0.8548,0.1452,"LOW"
8,"2","N0","T0","3",0.8551,0.1449,"LOW"
9,"2","N0","T0","3",0.8578,0.1422,"LOW"
10,"2","N0","T0","3",0.8649,0.1351,"LOW"
11,"2","N0","T0","3",0.8677,0.1323,"LOW"
12,"2","N0","T0","3",0.8713,0.1287,"LOW"
13,"2","N0","T0","3",0.8744,0.1256,"LOW"
14,"2","N0","T0","3",0.8762,0.1238,"LOW"
15,"2","N0","T0","3",0.878,0.122,"LOW"
16,"2","N0","T0","3",0.8782,0.1218,"LOW"
17,"2","N0","T0","3",0.8786,0.1214,"LOW"
18,"2","N0","T0","3",0.881,0.119,"LOW"
19,"2","N0","T0","3",0.883,0.117,"LOW"
20,"2","N0","T0","3",0.8843,0.1157,"LOW"
21,"2","N0","T0","3",0.8843,0.1157,"LOW"
22,"2","N0","T0","3",0.885,0.115,"LOW"
23,"2","N0","T0","3",0.8855,0.1145,"LOW"
24,"2","N0","T0","3",0.8856,0.1144,"LOW"
25,"2","N0","T0","3",0.8861,0.1139,"LOW"
26,"2","N0","T0","3",0.8862,0.1138,"LOW"
27,"2","N0","T0","3",0.8867,0.1133,"LOW"
28,"2","N0","T0","3",0.8865,0.1135,"LOW"
29,"2","N0","T0","3",0.8865,0.1135,"LOW"
30,"2","N0","T0","3",0.8892,0.1108,"LOW"
31,"2","N0","T0","3",0.8885,0.1115,"LOW"
32,"2","N0","T0","3",0.8886,0.1114,"LOW"
33,"2","N0","T0","3",0.8899,0.1101,"LOW"
34,"2","N0","T0","3",0.89,0.11,"LOW"
35,"2","N0","T0","3",0.89,0.11,"LOW"
36,"2","N0","T0","3",0.8929,0.1071,"LOW"
37,"2","N0","T0","3",0.8951,0.1049,"LOW"
38,"2","N0","T0","3",0.8991,0.1009,"LOW"
39,"2","N0","T0","3",0.9007,0.0993,"LOW"
40,"2","N0","T0","3",0.9029,0.0971,"LOW"
41,"2","N0","T0","3",0.9047,0.0953,"LOW"
42,"2","N0","T0","3",0.9062,0.0938,"LOW"
43,"2","N0","T0","3",0.9061,0.0939,"LOW"
44,"2","N0","T0","3",0.9068,0.0932,"LOW"
45,"2","N0","T0","3",0.907,0.093,"LOW"
46,"2","N0","T0","3",0.9076,0.0924,"LOW"
47,"2","N0","T0","3",0.9096,0.0904,"LOW"
48,"2","N0","T0","3",0.9096,0.0904,"LOW"
49,"2","N0","T0","3",0.9081,0.0919,"LOW"
50,"2","N0","T0","3",0.9083,0.0917,"LOW"
51,"2","N0","T0","3",0.908,0.092,"LOW"
52,"2","N0","T0","3",0.9075,0.0925,"LOW"
53,"2","N0","T0","3",0.9086,0.0914,"LOW"
54,"2","N0","T0","3",0.9078,0.0922,"LOW"
55,"2","N0","T0","3",0.9077,0.0923,"LOW"
56,"2","N0","T0","3",0.9077,0.0923,"LOW"
57,"2","N0","T0","3",0.9072,0.0928,"LOW"
58,"2","N0","T0","3",0.9099,0.0901,"LOW"
59,"2","N0","T0","3",0.9093,0.0907,"LOW"
60,"2","N0","T0","3",0.9096,0.0904,"LOW"
61,"2","N0","T0","3",0.91,0.09,"LOW"
62,"2","N0","T0","3",0.9102,0.0898,"LOW"
63,"2","N0","T0","3",0.9124,0.0876,"LOW"
64,"2","N0","T0","3",0.9122,0.0878,"LOW"
65,"2","N0","T0","3",0.912,0.088,"LOW"
66,"2","N0","T0","3",0.9117,0.0883,"LOW"
67,"2","N0","T0","3",0.9116,0.0884,"LOW"
68,"2","N0","T0","3",0.9115,0.0885,"LOW"
69,"2","N0","T0","3",0.9118,0.0882,"LOW"
70,"2","N0","T0","3",0.9118,0.0882,"LOW"
71,"2","N0","T0","3",0.9113,0.0887,"LOW"
72,"2","N0","T0","3",0.9112,0.0888,"LOW"
73,"2","N0","T0","3",0.9108,0.0892,"LOW"
74,"2","N0","T0","3",0.9109,0.0891,"LOW"
75,"2","N0","T0","3",0.91,0.09,"LOW"
76,"2","N0","T0","3",0.91,0.09,"LOW"
77,"2","N0","T0","3",0.9098,0.0902,"LOW"
78,"2","N0","T0","3",0.9091,0.0909,"LOW"
79,"2","N0","T0","3",0.9096,0.0904,"LOW"
80,"2","N0","T0","3",0.909,0.091,"LOW"
81,"2","N0","T0","3",0.908,0.092,"LOW"
82,"2","N0","T0","3",0.9083,0.0917,"LOW"
83,"2","N0","T0","3",0.9101,0.0899,"LOW"
84,"2","N0","T0","3",0.911,0.089,"LOW"
85,"2","N0","T0","3",0.9109,0.0891,"LOW"
86,"2","N0","T0","3",0.9088,0.0912,"LOW"
87,"2","N0","T0","3",0.91,0.09,"LOW"
88,"2","N0","T0","3",0.91,0.09,"LOW"
89,"2","N0","T0","3",0.911,0.089,"LOW"
90,"2","N0","T0","3",0.9117,0.0883,"LOW"
91,"2","N0","T0","3",0.9117,0.0883,"LOW"
92,"2","N0","T0","3",0.9117,0.0883,"LOW"
93,"2","N0","T0","3",0.9117,0.0883,"LOW"
94,"2","N0","T0","3",0.9117,0.0883,"LOW"
95,"2","N0","T0","3",0.9117,0.0883,"LOW"
96,"2","N0","T0","3",0.9117,0.0883,"LOW"
97,"2","N0","T0","3",0.9117,0.0883,"LOW"
98,"2","N0","T0","3",0.9117,0.0883,"LOW"
99,"2","N0","T0","3",0.9117,0.0883,"LOW"
0,"1","N1","T0","3",0.6402,0.3598,"LOW"
1,"1","N1","T0","3",0.6366,0.3634,"LOW"
2,"1","N1","T0","3",0.6284,0.3716,"LOW"
3,"1","N1","T0","3",0.6229,0.3771,"LOW"
4,"1","N1","T0","3",0.625,0.375,"LOW"
5,"1","N1","T0","3",0.6278,0.3722,"LOW"
6,"1","N1","T0","3",0.6324,0.3676,"LOW"
7,"1","N1","T0","3",0.6328,0.3672,"LOW"
8,"1","N1","T0","3",0.629,0.371,"LOW"
9,"1","N1","T0","3",0.6274,0.3726,"LOW"
10,"1","N1","T0","3",0.6284,0.3716,"LOW"
11,"1","N1","T0","3",0.6239,0.3761,"LOW"
12,"1","N1","T0","3",0.6278,0.3722,"LOW"
13,"1","N1","T0","3",0.6251,0.3749,"LOW"
14,"1","N1","T0","3",0.6255,0.3745,"LOW"
15,"1","N1","T0","3",0.6255,0.3745,"LOW"
16,"1","N1","T0","3",0.6271,0.3729,"LOW"
17,"1","N1","T0","3",0.6273,0.3727,"LOW"
18,"1","N1","T0","3",0.6295,0.3705,"LOW"
19,"1","N1","T0","3",0.6312,0.3688,"LOW"
20,"1","N1","T0","3",0.6324,0.3676,"LOW"
21,"1","N1","T0","3",0.6339,0.3661,"LOW"
22,"1","N1","T0","3",0.6334,0.3666,"LOW"
23,"1","N1","T0","3",0.6329,0.3671,"LOW"
24,"1","N1","T0","3",0.629,0.371,"LOW"
25,"1","N1","T0","3",0.6324,0.3676,"LOW"
26,"1","N1","T0","3",0.6333,0.3667,"LOW"
27,"1","N1","T0","3",0.6359,0.3641,"LOW"
28,"1","N1","T0","3",0.6373,0.3627,"LOW"
29,"1","N1","T0","3",0.6392,0.3608,"LOW"
30,"1","N1","T0","3",0.6363,0.3637,"LOW"
31,"1","N1","T0","3",0.634,0.366,"LOW"
32,"1","N1","T0","3",0.6317,0.3683,"LOW"
33,"1","N1","T0","3",0.6345,0.3655,"LOW"
34,"1","N1","T0","3",0.6336,0.3664,"LOW"
35,"1","N1","T0","3",0.6335,0.3665,"LOW"
36,"1","N1","T0","3",0.6325,0.3675,"LOW"
37,"1","N1","T0","3",0.6275,0.3725,"LOW"
38,"1","N1","T0","3",0.6286,0.3714,"LOW"
39,"1","N1","T0","3",0.6236,0.3764,"LOW"
40,"1","N1","T0","3",0.6227,0.3773,"LOW"
41,"1","N1","T0","3",0.623,0.377,"LOW"
42,"1","N1","T0","3",0.6216,0.3784,"LOW"
43,"1","N1","T0","3",0.6209,0.3791,"LOW"
44,"1","N1","T0","3",0.6161,0.3839,"LOW"
45,"1","N1","T0","3",0.6183,0.3817,"LOW"
46,"1","N1","T0","3",0.6187,0.3813,"LOW"
47,"1","N1","T0","3",0.62,0.38,"LOW"
48,"1","N1","T0","3",0.6185,0.3815,"LOW"
49,"1","N1","T0","3",0.6146,0.3854,"LOW"
50,"1","N1","T0","3",0.6146,0.3854,"LOW"
51,"1","N1","T0","3",0.6115,0.3885,"LOW"
52,"1","N1","T0","3",0.6126,0.3874,"LOW"
53,"1","N1","T0","3",0.6131,0.3869,"LOW"
54,"1","N1","T0","3",0.6136,0.3864,"LOW"
55,"1","N1","T0","3",0.613,0.387,"LOW"
56,"1","N1","T0","3",0.6111,0.3889,"LOW"
57,"1","N1","T0","3",0.6116,0.3884,"LOW"
58,"1","N1","T0","3",0.6113,0.3887,"LOW"
59,"1","N1","T0","3",0.6113,0.3887,"LOW"
60,"1","N1","T0","3",0.6131,0.3869,"LOW"
61,"1","N1","T0","3",0.6143,0.3857,"LOW"
62,"1","N1","T0","3",0.614,0.386,"LOW"
63,"1","N1","T0","3",0.6133,0.3867,"LOW"
64,"1","N1","T0","3",0.6142,0.3858,"LOW"
65,"1","N1","T0","3",0.6129,0.3871,"LOW"
66,"1","N1","T0","3",0.6134,0.3866,"LOW"
67,"1","N1","T0","3",0.6102,0.3898,"LOW"
68,"1","N1","T0","3",0.6093,0.3907,"LOW"
69,"1","N1","T0","3",0.6098,0.3902,"LOW"
70,"1","N1","T0","3",0.6121,0.3879,"LOW"
71,"1","N1","T0","3",0.6125,0.3875,"LOW"
72,"1","N1","T0","3",0.61,0.39,"LOW"
73,"1","N1","T0","3",0.6133,0.3867,"LOW"
74,"1","N1","T0","3",0.6115,0.3885,"LOW"
75,"1","N1","T0","3",0.6106,0.3894,"LOW"
76,"1","N1","T0","3",0.6086,0.3914,"LOW"
77,"1","N1","T0","3",0.6037,0.3963,"LOW"
78,"1","N1","T0","3",0.6052,0.3948,"LOW"
79,"1","N1","T0","3",0.6046,0.3954,"LOW"
80,"1","N1","T0","3",0.6052,0.3948,"LOW"
81,"1","N1","T0","3",0.6061,0.3939,"LOW"
82,"1","N1","T0","3",0.6084,0.3916,"LOW"
83,"1","N1","T0","3",0.6132,0.3868,"LOW"
84,"1","N1","T0","3",0.6115,0.3885,"LOW"
85,"1","N1","T0","3",0.6105,0.3895,"LOW"
86,"1","N1","T0","3",0.6154,0.3846,"LOW"
87,"1","N1","T0","3",0.6161,0.3839,"LOW"
88,"1","N1","T0","3",0.6171,0.3829,"LOW"
89,"1","N1","T0","3",0.6183,0.3817,"LOW"
90,"1","N1","T0","3",0.6184,0.3816,"LOW"
91,"1","N1","T0","3",0.6184,0.3816,"LOW"
92,"1","N1","T0","3",0.6184,0.3816,"LOW"
93,"1","N1","T0","3",0.6184,0.3816,"LOW"
94,"1","N1","T0","3",0.6184,0.3816,"LOW"
95,"1","N1","T0","3",0.6184,0.3816,"LOW"
96,"1","N1","T0","3",0.6184,0.3816,"LOW"
97,"1","N1","T0","3",0.6184,0.3816,"LOW"
98,"1","N1","T0","3",0.6184,0.3816,"LOW"
99,"1","N1","T0","3",0.6184,0.3816,"LOW"
0,"2","N1","T0","3",0.6739,0.3261,"LOW"
1,"2","N1","T0","3",0.6734,0.3266,"LOW"
2,"2","N1","T0","3",0.667,0.333,"LOW"
3,"2","N1","T0","3",0.6587,0.3413,"LOW"
4,"2","N1","T0","3",0.6598,0.3402,"LOW"
5,"2","N1","T0","3",0.6542,0.3458,"LOW"
6,"2","N1","T0","3",0.6561,0.3439,"LOW"
7,"2","N1","T0","3",0.6594,0.3406,"LOW"
8,"2","N1","T0","3",0.656,0.344,"LOW"
9,"2","N1","T0","3",0.6555,0.3445,"LOW"
10,"2","N1","T0","3",0.6568,0.3432,"LOW"
11,"2","N1","T0","3",0.6513,0.3487,"LOW"
12,"2","N1","T0","3",0.654,0.346,"LOW"
13,"2","N1","T0","3",0.6538,0.3462,"LOW"
14,"2","N1","T0","3",0.6529,0.3471,"LOW"
15,"2","N1","T0","3",0.6533,0.3467,"LOW"
16,"2","N1","T0","3",0.6531,0.3469,"LOW"
17,"2","N1","T0","3",0.654,0.346,"LOW"
18,"2","N1","T0","3",0.6562,0.3438,"LOW"
19,"2","N1","T0","3",0.6598,0.3402,"LOW"
20,"2","N1","T0","3",0.6629,0.3371,"LOW"
21,"2","N1","T0","3",0.6663,0.3337,"LOW"
22,"2","N1","T0","3",0.6672,0.3328,"LOW"
23,"2","N1","T0","3",0.6682,0.3318,"LOW"
24,"2","N1","T0","3",0.6678,0.3322,"LOW"
25,"2","N1","T0","3",0.6722,0.3278,"LOW"
26,"2","N1","T0","3",0.676,0.324,"LOW"
27,"2","N1","T0","3",0.6791,0.3209,"LOW"
28,"2","N1","T0","3",0.6805,0.3195,"LOW"
29,"2","N1","T0","3",0.6821,0.3179,"LOW"
30,"2","N1","T0","3",0.6863,0.3137,"LOW"
31,"2","N1","T0","3",0.6842,0.3158,"LOW"
32,"2","N1","T0","3",0.6815,0.3185,"LOW"
33,"2","N1","T0","3",0.6851,0.3149,"LOW"
34,"2","N1","T0","3",0.6859,0.3141,"LOW"
35,"2","N1","T0","3",0.6836,0.3164,"LOW"
36,"2","N1","T0","3",0.6859,0.3141,"LOW"
37,"2","N1","T0","3",0.6888,0.3112,"LOW"
38,"2","N1","T0","3",0.6896,0.3104,"LOW"
39,"2","N1","T0","3",0.6857,0.3143,"LOW"
40,"2","N1","T0","3",0.6863,0.3137,"LOW"
41,"2","N1","T0","3",0.6891,0.3109,"LOW"
42,"2","N1","T0","3",0.6883,0.3117,"LOW"
43,"2","N1","T0","3",0.6883,0.3117,"LOW"
44,"2","N1","T0","3",0.6826,0.3174,"LOW"
45,"2","N1","T0","3",0.6831,0.3169,"LOW"
46,"2","N1","T0","3",0.6842,0.3158,"LOW"
47,"2","N1","T0","3",0.6871,0.3129,"LOW"
48,"2","N1","T0","3",0.6881,0.3119,"LOW"
49,"2","N1","T0","3",0.6849,0.3151,"LOW"
50,"2","N1","T0","3",0.6846,0.3154,"LOW"
51,"2","N1","T0","3",0.6825,0.3175,"LOW"
52,"2","N1","T0","3",0.6867,0.3133,"LOW"
53,"2","N1","T0","3",0.6858,0.3142,"LOW"
54,"2","N1","T0","3",0.6857,0.3143,"LOW"
55,"2","N1","T0","3",0.6835,0.3165,"LOW"
56,"2","N1","T0","3",0.6807,0.3193,"LOW"
57,"2","N1","T0","3",0.6801,0.3199,"LOW"
58,"2","N1","T0","3",0.6787,0.3213,"LOW"
59,"2","N1","T0","3",0.6787,0.3213,"LOW"
60,"2","N1","T0","3",0.678,0.322,"LOW"
61,"2","N1","T0","3",0.6801,0.3199,"LOW"
62,"2","N1","T0","3",0.6836,0.3164,"LOW"
63,"2","N1","T0","3",0.6817,0.3183,"LOW"
64,"2","N1","T0","3",0.6793,0.3207,"LOW"
65,"2","N1","T0","3",0.6778,0.3222,"LOW"
66,"2","N1","T0","3",0.6776,0.3224,"LOW"
67,"2","N1","T0","3",0.678,0.322,"LOW"
68,"2","N1","T0","3",0.6779,0.3221,"LOW"
69,"2","N1","T0","3",0.6751,0.3249,"LOW"
70,"2","N1","T0","3",0.6731,0.3269,"LOW"
71,"2","N1","T0","3",0.6732,0.3268,"LOW"
72,"2","N1","T0","3",0.6714,0.3286,"LOW"
73,"2","N1","T0","3",0.6682,0.3318,"LOW"
74,"2","N1","T0","3",0.6682,0.3318,"LOW"
75,"2","N1","T0","3",0.665,0.335,"LOW"
76,"2","N1","T0","3",0.665,0.335,"LOW"
77,"2","N1","T0","3",0.6628,0.3372,"LOW"
78,"2","N1","T0","3",0.6599,0.3401,"LOW"
79,"2","N1","T0","3",0.6597,0.3403,"LOW"
80,"2","N1","T0","3",0.6604,0.3396,"LOW"
81,"2","N1","T0","3",0.6623,0.3377,"LOW"
82,"2","N1","T0","3",0.6635,0.3365,"LOW"
83,"2","N1","T0","3",0.6652,0.3348,"LOW"
84,"2","N1","T0","3",0.6654,0.3346,"LOW"
85,"2","N1","T0","3",0.6661,0.3339,"LOW"
86,"2","N1","T0","3",0.6701,0.3299,"LOW"
87,"2","N1","T0","3",0.6704,0.3296,"LOW"
88,"2","N1","T0","3",0.671,0.329,"LOW"
89,"2","N1","T0","3",0.6724,0.3276,"LOW"
90,"2","N1","T0","3",0.6763,0.3237,"LOW"
91,"2","N1","T0","3",0.6763,0.3237,"LOW"
92,"2","N1","T0","3",0.6763,0.3237,"LOW"
93,"2","N1","T0","3",0.6763,0.3237,"LOW"
94,"2","N1","T0","3",0.6763,0.3237,"LOW"
95,"2","N1","T0","3",0.6763,0.3237,"LOW"
96,"2","N1","T0","3",0.6763,0.3237,"LOW"
97,"2","N1","T0","3",0.6763,0.3237,"LOW"
98,"2","N1","T0","3",0.6763,0.3237,"LOW"
99,"2","N1","T0","3",0.6763,0.3237,"LOW"
0,"1","Other/Unknown","T0","3",0.7503,0.2497,"LOW"
1,"1","Other/Unknown","T0","3",0.7545,0.2455,"LOW"
2,"1","Other/Unknown","T0","3",0.745,0.255,"LOW"
3,"1","Other/Unknown","T0","3",0.734,0.266,"LOW"
4,"1","Other/Unknown","T0","3",0.7437,0.2563,"LOW"
5,"1","Other/Unknown","T0","3",0.7491,0.2509,"LOW"
6,"1","Other/Unknown","T0","3",0.75,0.25,"LOW"
7,"1","Other/Unknown","T0","3",0.7515,0.2485,"LOW"
8,"1","Other/Unknown","T0","3",0.752,0.248,"LOW"
9,"1","Other/Unknown","T0","3",0.7534,0.2466,"LOW"
10,"1","Other/Unknown","T0","3",0.7551,0.2449,"LOW"
11,"1","Other/Unknown","T0","3",0.7581,0.2419,"LOW"
12,"1","Other/Unknown","T0","3",0.764,0.236,"LOW"
13,"1","Other/Unknown","T0","3",0.7703,0.2297,"LOW"
14,"1","Other/Unknown","T0","3",0.7703,0.2297,"LOW"
15,"1","Other/Unknown","T0","3",0.773,0.227,"LOW"
16,"1","Other/Unknown","T0","3",0.7731,0.2269,"LOW"
17,"1","Other/Unknown","T0","3",0.7753,0.2247,"LOW"
18,"1","Other/Unknown","T0","3",0.7794,0.2206,"LOW"
19,"1","Other/Unknown","T0","3",0.7816,0.2184,"LOW"
20,"1","Other/Unknown","T0","3",0.7836,0.2164,"LOW"
21,"1","Other/Unknown","T0","3",0.7858,0.2142,"LOW"
22,"1","Other/Unknown","T0","3",0.7881,0.2119,"LOW"
23,"1","Other/Unknown","T0","3",0.7916,0.2084,"LOW"
24,"1","Other/Unknown","T0","3",0.7921,0.2079,"LOW"
25,"1","Other/Unknown","T0","3",0.7954,0.2046,"LOW"
26,"1","Other/Unknown","T0","3",0.7979,0.2021,"LOW"
27,"1","Other/Unknown","T0","3",0.7987,0.2013,"LOW"
28,"1","Other/Unknown","T0","3",0.7987,0.2013,"LOW"
29,"1","Other/Unknown","T0","3",0.8005,0.1995,"LOW"
30,"1","Other/Unknown","T0","3",0.8025,0.1975,"LOW"
31,"1","Other/Unknown","T0","3",0.803,0.197,"LOW"
32,"1","Other/Unknown","T0","3",0.8065,0.1935,"LOW"
33,"1","Other/Unknown","T0","3",0.8078,0.1922,"LOW"
34,"1","Other/Unknown","T0","3",0.8097,0.1903,"LOW"
35,"1","Other/Unknown","T0","3",0.81,0.19,"LOW"
36,"1","Other/Unknown","T0","3",0.8128,0.1872,"LOW"
37,"1","Other/Unknown","T0","3",0.8145,0.1855,"LOW"
38,"1","Other/Unknown","T0","3",0.82,0.18,"LOW"
39,"1","Other/Unknown","T0","3",0.8247,0.1753,"LOW"
40,"1","Other/Unknown","T0","3",0.8261,0.1739,"LOW"
41,"1","Other/Unknown","T0","3",0.8291,0.1709,"LOW"
42,"1","Other/Unknown","T0","3",0.8301,0.1699,"LOW"
43,"1","Other/Unknown","T0","3",0.8307,0.1693,"LOW"
44,"1","Other/Unknown","T0","3",0.831,0.169,"LOW"
45,"1","Other/Unknown","T0","3",0.8309,0.1691,"LOW"
46,"1","Other/Unknown","T0","3",0.8315,0.1685,"LOW"
47,"1","Other/Unknown","T0","3",0.8319,0.1681,"LOW"
48,"1","Other/Unknown","T0","3",0.8316,0.1684,"LOW"
49,"1","Other/Unknown","T0","3",0.8305,0.1695,"LOW"
50,"1","Other/Unknown","T0","3",0.8305,0.1695,"LOW"
51,"1","Other/Unknown","T0","3",0.8308,0.1692,"LOW"
52,"1","Other/Unknown","T0","3",0.831,0.169,"LOW"
53,"1","Other/Unknown","T0","3",0.8313,0.1687,"LOW"
54,"1","Other/Unknown","T0","3",0.8319,0.1681,"LOW"
55,"1","Other/Unknown","T0","3",0.8319,0.1681,"LOW"
56,"1","Other/Unknown","T0","3",0.8314,0.1686,"LOW"
57,"1","Other/Unknown","T0","3",0.8321,0.1679,"LOW"
58,"1","Other/Unknown","T0","3",0.8356,0.1644,"LOW"
59,"1","Other/Unknown","T0","3",0.8349,0.1651,"LOW"
60,"1","Other/Unknown","T0","3",0.8361,0.1639,"LOW"
61,"1","Other/Unknown","T0","3",0.8342,0.1658,"LOW"
62,"1","Other/Unknown","T0","3",0.8339,0.1661,"LOW"
